X-Axis,Ch1 Y-Axis,Ch2 Y-Axis,Ch3 Y-Axis
0.0,1.13872,1.30427,0.68811
0.0002474485998112974,-0.33445,0.35071,-0.03642
0.0004948971996225948,0.06585,0.60946,0.25772
0.0007423457994338923,0.16248,0.4986,0.28071
0.0009897943992451896,0.07995,0.39781,0.44125
0.001237242999056487,0.03603,0.35514,0.41127
0.0014846915988677846,0.11286,0.34518,0.17593
0.001732140198679082,0.18531,0.23823,0.27661
0.0019795887984903793,0.01977,0.01859,0.24922
0.0022270373983016767,0.15535,-0.06827,0.24875
0.002474485998112974,-0.0309,-0.25854,0.152
0.0027219345979242714,-0.22702,-0.40007,0.02803
0.002969383197735569,0.07015,-0.28145,0.13368
0.0032168317975468665,0.08706,0.33746,0.16924
0.003464280397358164,-0.13824,0.73351,0.03086
0.0037117289971694612,-0.15789,1.0798,-0.23682
0.003959177596980759,-0.1386,1.62263,-0.35849
0.004206626196792056,-0.06932,1.68602,-0.19327
0.004454074796603353,0.199,1.49281,-0.05588
0.004701523396414651,0.28243,0.90416,-0.4029
0.004948971996225948,-0.00993,0.16122,-0.80073
0.005196420596037246,-0.20048,-0.58005,-0.65117
0.005443869195848543,0.06989,-1.16247,-0.48148
0.0056913177956598405,0.16613,-1.22046,-0.44483
0.005938766395471138,-0.32316,-1.26216,-0.66643
0.006186214995282435,-0.49869,-1.25887,-1.0315
0.006433663595093733,-0.40526,-1.12057,-0.73136
0.00668111219490503,-0.69421,-0.95148,-0.45121
0.006928560794716328,0.1204,-0.97869,-0.71394
0.007176009394527625,1.29267,-1.22007,-0.92716
0.0074234579943389225,0.02223,-1.32582,-0.71935
0.007670906594150219,-1.37586,-1.33382,0.05154
0.007918355193961517,-0.58913,-1.03198,0.21901
0.008165803793772814,0.01527,-0.51775,-0.43561
0.008413252393584113,-0.55222,-0.03266,-0.3957
0.00866070099339541,-0.44831,0.3263,0.11004
0.008908149593206707,0.22036,0.50514,0.359
0.009155598193018004,-0.0166,0.60343,0.31192
0.009403046792829302,-0.13654,0.39318,0.02912
0.009650495392640599,0.24678,-0.0652,0.09728
0.009897943992451896,-0.03989,-0.56348,0.46222
0.010145392592263195,-0.6847,-0.86471,0.58882
0.010392841192074492,-0.10571,-0.95644,0.38769
0.010640289791885789,0.88741,-0.91994,0.14467
0.010887738391697085,0.31969,-0.89778,0.27843
0.011135186991508384,-0.17702,-0.97587,0.52879
0.011382635591319681,0.41165,-0.81345,0.45746
