X-Axis,Ch1 Y-Axis,Ch2 Y-Axis,Ch3 Y-Axis
0.0,0.78596,1.30911,0.68255
0.00024747922274302335,-0.33221,0.51284,-0.31127
0.0004949584454860467,-0.23195,1.18305,-0.10552
0.00074243766822907,-0.26716,1.50109,-0.28429
0.0009899168909720934,-0.02851,1.71456,-0.11584
0.0012373961137151167,0.32618,1.68283,0.00044
0.00148487533645814,0.23395,1.25818,-0.30959
0.0017323545592011634,-0.07074,0.62521,-0.43739
0.0019798337819441868,-0.15919,-0.25343,-0.52347
0.00222731300468721,0.03654,-0.88814,-0.32467
0.0024747922274302335,0.17463,-1.21849,-0.17223
0.002722271450173257,0.12845,-1.29656,-0.43329
0.00296975067291628,-0.46748,-1.2926,-0.73325
0.0032172298956593035,-1.01049,-1.18366,-0.62854
0.003464709118402327,0.0353,-1.18629,-0.50034
0.00371218834114535,1.47464,-1.14696,-0.55626
0.0039596675638883735,0.12465,-1.1679,-0.44995
0.004207146786631397,-1.75343,-1.41822,-0.19228
0.00445462600937442,-0.8005,-1.2748,-0.02341
0.004702105232117443,0.3042,-0.84069,-0.1519
0.004949584454860467,-0.19949,-0.16341,-0.00937
0.005197063677603491,-0.38664,0.31651,0.27663
0.005444542900346514,0.15428,0.61348,0.21144
0.0056920221230895365,0.04484,0.93378,0.21861
0.00593950134583256,-0.04085,0.89399,0.26681
0.006186980568575584,0.46448,0.57828,0.25044
0.006434459791318607,0.29432,-0.15387,0.29952
0.00668193901406163,-0.43171,-0.69045,0.4025
0.006929418236804654,-0.06959,-0.94824,0.51723
0.0071768974595476775,0.94051,-1.07879,0.45862
0.0074243766822907,0.34147,-1.13141,0.33713
0.007671855905033723,-0.4111,-1.26206,0.37139
0.007919335127776747,0.2496,-1.05339,0.38052
0.00816681435051977,0.6332,-1.0269,0.3806
0.008414293573262795,0.2222,-1.06814,0.55686
0.008661772796005817,0.06602,-1.03263,0.66042
0.00890925201874884,0.42558,-0.90004,0.52183
0.009156731241491864,0.43669,-0.48619,0.38775
0.009404210464234886,0.33739,-0.05552,0.42647
0.00965168968697791,0.38456,0.53289,0.50293
0.009899168909720934,0.19761,0.9643,0.55449
0.010146648132463958,0.02812,1.33893,0.52639
0.010394127355206981,0.12754,1.5946,0.45834
0.010641606577950003,0.24654,1.5222,0.46481
0.010889085800693027,-0.08723,1.1878,0.4613
0.011136565023436051,-0.30651,0.74959,0.44253
0.011384044246179073,-0.14573,0.55237,0.31741
0.011631523468922097,-0.0191,0.25778,0.21919
0.01187900269166512,0.05553,0.12121,0.33102
0.012126481914408144,-0.00368,0.22081,0.28548
0.012373961137151168,-0.03828,0.28717,0.02075
0.01262144035989419,0.02476,0.22457,-0.19596
0.012868919582637214,0.20858,0.06449,-0.18007
0.013116398805380238,0.41725,0.04787,0.0291
0.01336387802812326,0.25428,-0.16268,-0.00839
0.013611357250866284,-0.12168,-0.36397,-0.23786
0.013858836473609307,-0.06384,-0.29878,-0.36434
0.014106315696352331,0.27992,-0.03728,-0.32929
0.014353794919095355,0.21091,0.28375,-0.11858
0.014601274141838377,-0.02929,0.60561,-0.12802
0.0148487533645814,-0.01208,1.00263,-0.30796
0.015096232587324425,0.06756,1.12994,-0.29488
0.015343711810067447,0.01503,1.05791,-0.15616
0.01559119103281047,-0.14086,0.86369,-0.07212
0.015838670255553494,-0.28248,0.47604,-0.24511
0.016086149478296518,-0.4325,0.04283,-0.34292
0.01633362870103954,-0.40317,-0.24492,-0.16365
0.016581107923782566,-0.1411,-0.29254,-0.04909
0.01682858714652559,-0.21948,-0.15293,-0.14067
0.01707606636926861,-0.4051,0.11398,-0.33587
0.017323545592011633,-0.13546,0.34433,-0.28445
0.017571024814754657,0.13893,0.59985,-0.02419
0.01781850403749768,0.17969,0.82349,0.13699
0.018065983260240705,0.04776,0.9401,0.12405
0.01831346248298373,-0.13463,0.80723,-0.04317
0.018560941705726752,-0.02838,0.45854,-0.11692
0.018808420928469773,0.17505,0.35504,0.00594
0.019055900151212796,0.20984,0.18282,0.08121
0.01930337937395582,0.113,-0.03312,-0.00442
0.019550858596698844,0.051,-0.03354,-0.12423
0.019798337819441868,0.24307,0.02761,-0.19179
0.02004581704218489,0.34993,0.19235,-0.13219
0.020293296264927915,0.14016,0.21067,-0.11213
0.02054077548767094,0.0976,0.25184,-0.17477
0.020788254710413963,0.21061,0.28538,-0.02877
0.021035733933156983,0.27533,0.1924,0.0647
0.021283213155900007,0.35076,0.24539,0.04908
0.02153069237864303,0.16018,0.23756,0.04004
0.021778171601386054,-0.13102,0.17144,-0.07109
0.022025650824129078,-0.113,0.03476,-0.02594
0.022273130046872102,-0.0824,-0.07814,0.03227
0.022520609269615126,-0.11961,-0.07346,0.00496
0.022768088492358146,-0.23184,-0.18741,-0.05031
